Hourly measurement data from Defra on,19/03/2025  00:00:00
Site Name,London Bloomsbury
Site Type, Urban Background
Region, Greater London
Latitude, 51.52229
Longitude, -0.125889
Notes:, [1] All Data GMT hour ending;  [2] Some shorthand is used, V = Verified, P = Provisionally Verified, N = Not Verified, S = Suspect, [3] Unit of measurement (for pollutants) = ugm-3
Date,Time,Nitrogen dioxide,Status,Ozone,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Sulphur dioxide,Status
2024-01-01,,14.130027916666666666666666667,V,58.799698333333333333333333333,V,no data,V,no data,V,1.06409625,V
2024-01-02,,15.31118625,V,67.37427875,V,-54.045833333333333333333333333,V,-55.761958333333333333333333333,V,1.0529441666666666666666666667,V
2024-01-03,,20.68530625,V,57.878765416666666666666666667,V,10.95625,V,5.9267916666666666666666666667,V,0.9269516666666666666666666667,V
2024-01-04,,26.294858333333333333333333333,V,46.145020416666666666666666667,V,10.770833333333333333333333333,V,5.620125,V,0.9285858333333333333333333333,V
2024-01-05,,29.6013275,V,32.04623,V,9.079166666666666666666666667,V,6.5802083333333333333333333333,V,0.9320441666666666666666666667,V
2024-01-06,,27.0773275,V,29.903624583333333333333333333,V,7.6177083333333333333333333333,V,5.3301666666666666666666666667,V,-3.16945875,V
2024-01-07,,21.180707083333333333333333333,V,53.181941666666666666666666667,V,8.955208333333333333333333333,V,4.7591666666666666666666666667,V,0.5992570833333333333333333333,V
2024-01-08,,22.892009166666666666666666667,V,48.4054275,V,10.022916666666666666666666667,V,5.095375,V,0.5736404166666666666666666667,V
2024-01-09,,23.484091666666666666666666667,V,47.59398125,V,15.586458333333333333333333333,V,7.5099166666666666666666666667,V,0.8457204166666666666666666667,V
2024-01-10,,18.322105,V,43.154935416666666666666666667,V,14.944791666666666666666666667,V,6.09075,V,-11.519437083333333333333333333,V
2024-01-11,,37.403378333333333333333333333,V,27.427017083333333333333333333,V,13.517708333333333333333333333,V,8.134791666666666666666666667,V,0.6137179166666666666666666667,V
2024-01-12,,25.94699375,V,44.798615,V,11.794791666666666666666666667,V,6.879,V,0.3069908333333333333333333333,V
2024-01-13,,31.25760625,V,36.86224375,V,18.330208333333333333333333333,V,15.207291666666666666666666667,V,1.1829183333333333333333333333,V
2024-01-14,,32.061038333333333333333333333,V,35.404965416666666666666666667,V,13.510416666666666666666666667,V,10.656458333333333333333333333,V,0.8488195833333333333333333333,V
2024-01-15,,46.482142083333333333333333333,V,3.34973375,V,11.277083333333333333333333333,V,5.3518333333333333333333333333,V,0.7196579166666666666666666667,V
2024-01-16,,45.114705,V,30.090029583333333333333333333,V,16.38125,V,9.765208333333333333333333333,V,1.1169058333333333333333333333,V
2024-01-17,,54.980730416666666666666666667,V,19.54053875,V,19.132291666666666666666666667,V,10.84025,V,1.8358270833333333333333333333,V
2024-01-18,,59.480557916666666666666666667,V,19.581420416666666666666666667,V,16.508333333333333333333333333,V,9.28275,V,1.9516808333333333333333333333,V
2024-01-19,,51.620844166666666666666666667,V,21.387253333333333333333333333,V,16.352083333333333333333333333,V,10.807875,V,1.0105191666666666666666666667,V
2024-01-20,,21.392309166666666666666666667,V,53.316374166666666666666666667,V,12.208333333333333333333333333,V,7.0185,V,0.5749429166666666666666666667,V
2024-01-21,,10.368863333333333333333333333,V,64.810357916666666666666666667,V,15.530208333333333333333333333,V,9.282791666666666666666666667,V,0.9921745833333333333333333333,V
2024-01-22,,16.729212083333333333333333333,V,66.85941625,V,15.173958333333333333333333333,V,7.648375,V,1.48294875,V
2024-01-23,,16.110874583333333333333333333,V,54.46459375,V,11.128125,V,5.8372083333333333333333333333,V,0.7724495833333333333333333333,V
2024-01-24,,23.152399583333333333333333333,V,62.947012916666666666666666667,V,26.760416666666666666666666667,V,13.958458333333333333333333333,V,0.7883420833333333333333333333,V
2024-01-25,,23.32823125,V,42.706594583333333333333333333,V,12.84375,V,7.735875,V,0.80699625,V
2024-01-26,,33.148052916666666666666666667,V,47.347983333333333333333333333,V,11.853125,V,5.7546666666666666666666666667,V,0.7835125,V
2024-01-27,,29.822522916666666666666666667,V,40.054670416666666666666666667,V,15.239583333333333333333333333,V,8.808958333333333333333333333,V,0.81868375,V
2024-01-28,,33.476149166666666666666666667,V,25.726515,V,14.804166666666666666666666667,V,10.677125,V,0.8126104166666666666666666667,V
2024-01-29,,25.705242916666666666666666667,V,28.619587083333333333333333333,V,21.947916666666666666666666667,V,14.882166666666666666666666667,V,0.24774125,V
2024-01-30,,29.547557083333333333333333333,V,42.26657125,V,8.190625,V,4.3189583333333333333333333333,V,0.8628683333333333333333333333,V
2024-01-31,,16.94624625,V,58.216233333333333333333333333,V,8.992708333333333333333333333,V,5.58575,V,0.8421116666666666666666666667,V
2024-02-01,,33.698419166666666666666666667,V,47.708318333333333333333333333,V,17.078125,V,8.301041666666666666666666667,V,0.7643770833333333333333333333,V
2024-02-02,,19.954629166666666666666666667,V,54.43618375,V,6.7395833333333333333333333333,V,3.8188333333333333333333333333,V,0.4172766666666666666666666667,V
2024-02-03,,18.070573333333333333333333333,V,57.99033125,V,5.959375,V,2.9992083333333333333333333333,V,0.94248625,V
2024-02-04,,14.121864166666666666666666667,V,59.453151666666666666666666667,V,9.795833333333333333333333333,V,4.64825,V,1.2344883333333333333333333333,V
2024-02-05,,10.477002916666666666666666667,V,65.226821666666666666666666667,V,21.755208333333333333333333333,V,9.279791666666666666666666667,V,1.2506554166666666666666666667,V
2024-02-06,,9.390984583333333333333333333,V,67.036118333333333333333333333,V,20.813541666666666666666666667,V,9.61375,V,0.6527516666666666666666666667,V
2024-02-07,,22.57059,V,33.716522083333333333333333333,V,13.45625,V,6.639125,V,-11.629867916666666666666666667,V
2024-02-08,,35.087847083333333333333333333,V,33.28661375,V,11.959375,V,7.3359583333333333333333333333,V,-2.5114629166666666666666666667,V
2024-02-09,,17.10696125,V,65.9357125,V,11.33125,V,6.9282083333333333333333333333,V,0.6066354166666666666666666667,V
2024-02-10,,22.322570833333333333333333333,V,53.32261,V,9.000,V,5.8255,V,1.6455220833333333333333333333,V
2024-02-11,,38.720005416666666666666666667,V,33.603985416666666666666666667,V,11.417708333333333333333333333,V,7.5825416666666666666666666667,V,1.25964875,V
2024-02-12,,27.03641125,V,50.69493875,V,8.683333333333333333333333333,V,4.3102083333333333333333333333,V,1.10791375,V
2024-02-13,,20.66577625,V,59.868229583333333333333333333,V,7.4916666666666666666666666667,V,4.0969583333333333333333333333,V,0.5569941666666666666666666667,V
2024-02-14,,-3.5858225,V,31.33651375,V,2.2166666666666666666666666667,V,-0.1362083333333333333333333333,V,-16.183018333333333333333333333,V
2024-02-15,,20.764484583333333333333333333,V,42.779355,V,9.273958333333333333333333333,V,5.3921666666666666666666666667,V,1.2004654166666666666666666667,V
2024-02-16,,32.241387916666666666666666667,V,46.8123325,V,9.421875,V,5.205375,V,1.3067425,V
2024-02-17,,16.647560416666666666666666667,V,58.619532083333333333333333333,V,7.7666666666666666666666666667,V,4.9439583333333333333333333333,V,0.9795954166666666666666666667,V
2024-02-18,,26.668495833333333333333333333,V,48.990971666666666666666666667,V,5.246875,V,3.1389166666666666666666666667,V,0.8585329166666666666666666667,V
2024-02-19,,34.990022083333333333333333333,V,40.92848125,V,11.920833333333333333333333333,V,6.920375,V,0.52676375,V
2024-02-20,,17.224958333333333333333333333,V,53.955275416666666666666666667,V,13.977083333333333333333333333,V,7.987375,V,0.73377125,V
2024-02-21,,16.218274166666666666666666667,V,65.222665,V,7.2927083333333333333333333333,V,4.183375,V,1.6255720833333333333333333333,V
2024-02-22,,25.091614166666666666666666667,V,60.806485416666666666666666667,V,6.16875,V,3.5034166666666666666666666667,V,1.7512554166666666666666666667,V
2024-02-23,,19.260312916666666666666666667,V,59.906341666666666666666666667,V,6.6666666666666666666666666667,V,3.668375,V,0.76704125,V
2024-02-24,,32.852441666666666666666666667,V,40.976988333333333333333333333,V,11.21875,V,7.7241666666666666666666666667,V,0.774435,V
2024-02-25,,40.1992475,V,31.763506666666666666666666667,V,15.017708333333333333333333333,V,11.378708333333333333333333333,V,1.4509083333333333333333333333,V
2024-02-26,,19.4849575,V,61.8660075,V,8.151041666666666666666666667,V,4.3190416666666666666666666667,V,1.6144833333333333333333333333,V
2024-02-27,,30.122540833333333333333333333,V,44.288603333333333333333333333,V,9.38125,V,5.4864166666666666666666666667,V,0.694035,V
2024-02-28,,-47.0706975,V,-40.483729583333333333333333333,V,-5.1125,V,-7.6206666666666666666666666667,V,-57.430245416666666666666666667,V
2024-02-29,,-35.502007083333333333333333333,V,-38.63909375,V,5.2958333333333333333333333333,V,3.071,V,-57.542210416666666666666666667,V
2024-03-01,,17.382977916666666666666666667,V,67.66116125,V,7.240625,V,3.8365,V,1.2075508333333333333333333333,V
2024-03-02,,18.024145416666666666666666667,V,66.686177916666666666666666667,V,7.1864583333333333333333333333,V,4.2492083333333333333333333333,V,0.5413483333333333333333333333,V
2024-03-03,,37.586036666666666666666666667,V,40.236224166666666666666666667,V,10.108333333333333333333333333,V,6.9929583333333333333333333333,V,1.3597466666666666666666666667,V
2024-03-04,,28.143506666666666666666666667,V,51.8272225,V,9.263541666666666666666666667,V,5.34975,V,1.2139304166666666666666666667,V
2024-03-05,,33.808353333333333333333333333,V,38.934167083333333333333333333,V,10.7625,V,6.6746666666666666666666666667,V,1.0252791666666666666666666667,V
2024-03-06,,23.059460833333333333333333333,V,22.837046666666666666666666667,V,19.771875,V,14.907083333333333333333333333,V,-20.1747725,V
2024-03-07,,45.714646666666666666666666667,V,27.766564166666666666666666667,V,37.471875,V,29.754458333333333333333333333,V,-2.7714354166666666666666666667,V
2024-03-08,,40.8307025,V,26.978677916666666666666666667,V,37.648958333333333333333333333,V,27.063833333333333333333333333,V,1.9772370833333333333333333333,V
2024-03-09,,47.487130416666666666666666667,V,29.121976666666666666666666667,V,19.757291666666666666666666667,V,13.160416666666666666666666667,V,1.7841720833333333333333333333,V
2024-03-10,,41.318155833333333333333333333,V,25.74175875,V,16.64375,V,14.021291666666666666666666667,V,0.8023695833333333333333333333,V
2024-03-11,,38.068816666666666666666666667,V,22.730885416666666666666666667,V,42.019791666666666666666666667,V,33.765875,V,1.0924358333333333333333333333,V
2024-03-12,,25.189440416666666666666666667,V,36.47627,V,11.819791666666666666666666667,V,8.970083333333333333333333333,V,0.6830745833333333333333333333,V
2024-03-13,,14.256576666666666666666666667,V,55.130520833333333333333333333,V,7.59375,V,4.308125,V,0.5563704166666666666666666667,V
2024-03-14,,16.565508333333333333333333333,V,49.269537916666666666666666667,V,9.426041666666666666666666667,V,5.8245,V,0.50899375,V
2024-03-15,,14.95461125,V,65.206725416666666666666666667,V,10.452083333333333333333333333,V,6.2294166666666666666666666667,V,1.4222383333333333333333333333,V
2024-03-16,,18.69471,V,55.271881666666666666666666667,V,6.9291666666666666666666666667,V,4.1314166666666666666666666667,V,0.8083633333333333333333333333,V
2024-03-17,,14.68306,V,50.737902083333333333333333333,V,7.5302083333333333333333333333,V,5.338125,V,0.86046,V
2024-03-18,,13.82108375,V,62.144575,V,9.017708333333333333333333333,V,5.4854583333333333333333333333,V,0.74191875,V
2024-03-19,,13.893330416666666666666666667,V,61.137023333333333333333333333,V,6.4979166666666666666666666667,V,3.8462916666666666666666666667,V,0.5393858333333333333333333333,V
2024-03-20,,26.479071666666666666666666667,V,49.449011666666666666666666667,V,11.954166666666666666666666667,V,7.2495833333333333333333333333,V,0.5996870833333333333333333333,V
2024-03-21,,19.616745833333333333333333333,V,47.07149625,V,11.688541666666666666666666667,V,8.416916666666666666666666667,V,0.514855,V
2024-03-22,,29.267764583333333333333333333,V,45.727863333333333333333333333,V,12.105208333333333333333333333,V,7.3919166666666666666666666667,V,0.7157616666666666666666666667,V
2024-03-23,,28.134382083333333333333333333,V,60.167584583333333333333333333,V,7.8875,V,3.8315416666666666666666666667,V,1.0399704166666666666666666667,V
2024-03-24,,32.825977916666666666666666667,V,50.471115833333333333333333333,V,8.638541666666666666666666667,V,5.1925416666666666666666666667,V,0.5259783333333333333333333333,V
2024-03-25,,25.88010,V,54.445885,V,13.3375,V,7.2111666666666666666666666667,V,0.9205625,V
2024-03-26,,36.94443,V,35.503365,V,14.883333333333333333333333333,V,8.665583333333333333333333333,V,0.8439379166666666666666666667,V
2024-03-27,,17.94760125,V,67.799057916666666666666666667,V,6.8552083333333333333333333333,V,3.36975,V,0.4348033333333333333333333333,V
2024-03-28,,11.861907083333333333333333333,V,76.19000625,V,10.088541666666666666666666667,V,5.1159583333333333333333333333,V,0.7354066666666666666666666667,V
2024-03-29,,11.397373333333333333333333333,V,77.272395833333333333333333333,V,8.891666666666666666666666667,V,4.512625,V,0.7327441666666666666666666667,V
2024-03-30,,20.065455833333333333333333333,V,67.63898625,V,8.110416666666666666666666667,V,4.5755,V,0.4532195833333333333333333333,V
2024-03-31,,32.435047826086956521739130435,V,39.600907391304347826086956522,V,22.696739130434782608695652174,V,16.127086956521739130434782609,V,0.7743030434782608695652173913,V
2024-04-01,,14.453059583333333333333333333,V,70.885464166666666666666666667,V,9.283333333333333333333333333,V,6.1143333333333333333333333333,V,1.6405191666666666666666666667,V
2024-04-02,,15.551595,V,74.447232916666666666666666667,V,6.4541666666666666666666666667,V,3.4345416666666666666666666667,V,0.6251979166666666666666666667,V
2024-04-03,,13.825628333333333333333333333,V,70.669955416666666666666666667,V,5.4989583333333333333333333333,V,2.7909166666666666666666666667,V,0.6179533333333333333333333333,V
2024-04-04,,13.145155833333333333333333333,V,76.452634583333333333333333333,V,9.8375,V,5.8235833333333333333333333333,V,0.7158445833333333333333333333,V
2024-04-05,,10.70308125,V,70.47246375,V,12.166666666666666666666666667,V,6.9979166666666666666666666667,V,0.6354604166666666666666666667,V
2024-04-06,,10.854625,V,80.41285208333333333333333333,V,10.380208333333333333333333333,V,5.2526666666666666666666666667,V,0.86962125,V
2024-04-07,,6.156155,V,85.08265166666666666666666667,V,15.303125,V,8.016958333333333333333333333,V,0.58346625,V
2024-04-08,,15.97991875,V,45.988139583333333333333333333,V,12.138541666666666666666666667,V,6.1369166666666666666666666667,V,0.9951108333333333333333333333,V
2024-04-09,,19.535204166666666666666666667,V,70.8806125,V,6.8666666666666666666666666667,V,3.0208333333333333333333333333,V,1.8367604166666666666666666667,V
2024-04-10,,13.1489525,V,62.47026125,V,9.79375,V,4.9449166666666666666666666667,V,0.48943125,V
2024-04-11,,11.22170125,V,54.42163125,V,5.7510416666666666666666666667,V,3.299875,V,0.7035708333333333333333333333,V
2024-04-12,,10.86897875,V,60.77599625,V,9.170833333333333333333333333,V,4.6029166666666666666666666667,V,0.37607,V
2024-04-13,,11.069089583333333333333333333,V,63.3683275,V,8.301041666666666666666666667,V,4.72775,V,0.616785,V
2024-04-14,,19.664442083333333333333333333,V,70.53968125,V,7.875,V,3.9720416666666666666666666667,V,0.7303379166666666666666666667,V
2024-04-15,,18.477359166666666666666666667,V,74.76321875,V,7.977083333333333333333333333,V,3.173125,V,1.1615254166666666666666666667,V
2024-04-16,,23.041890416666666666666666667,V,62.782089166666666666666666667,V,7.3677083333333333333333333333,V,3.478875,V,0.8403429166666666666666666667,V
2024-04-17,,22.570010833333333333333333333,V,53.05721,V,6.8166666666666666666666666667,V,3.0817916666666666666666666667,V,-3.2827325,V
2024-04-18,,22.587547083333333333333333333,V,64.930931666666666666666666667,V,7.1989583333333333333333333333,V,3.1564166666666666666666666667,V,0.5705120833333333333333333333,V
2024-04-19,,25.9503975,V,52.821607083333333333333333333,V,8.714583333333333333333333333,V,4.3710416666666666666666666667,V,1.1715629166666666666666666667,V
2024-04-20,,23.258485416666666666666666667,V,60.055325416666666666666666667,V,12.015625,V,5.84125,V,0.5772308333333333333333333333,V
2024-04-21,,20.330974166666666666666666667,V,63.299725,V,12.151041666666666666666666667,V,5.5867083333333333333333333333,V,0.5269816666666666666666666667,V
2024-04-22,,25.143595416666666666666666667,V,59.063019583333333333333333333,V,10.682291666666666666666666667,V,5.4205,V,0.9359945833333333333333333333,V
2024-04-23,,26.908804583333333333333333333,V,54.091092916666666666666666667,V,9.535416666666666666666666667,V,5.725375,V,0.7299158333333333333333333333,V
2024-04-24,,27.074405833333333333333333333,V,61.89441875,V,9.408333333333333333333333333,V,4.6246666666666666666666666667,V,0.8456891666666666666666666667,V
2024-04-25,,34.845912916666666666666666667,V,49.811425833333333333333333333,V,12.955208333333333333333333333,V,7.933375,V,1.3789775,V
2024-04-26,,27.738749166666666666666666667,V,56.187271666666666666666666667,V,11.510416666666666666666666667,V,7.48625,V,0.5864208333333333333333333333,V
2024-04-27,,19.940942916666666666666666667,V,60.723330833333333333333333333,V,8.573958333333333333333333333,V,6.1852083333333333333333333333,V,0.4966279166666666666666666667,V
2024-04-28,,20.388035416666666666666666667,V,61.010906666666666666666666667,V,4.4052083333333333333333333333,V,3.1279583333333333333333333333,V,1.2790933333333333333333333333,V
2024-04-29,,14.349539166666666666666666667,V,77.588382083333333333333333333,V,8.645833333333333333333333333,V,4.7622083333333333333333333333,V,0.4234204166666666666666666667,V
2024-04-30,,25.557432083333333333333333333,V,61.188300833333333333333333333,V,8.822916666666666666666666667,V,5.0549583333333333333333333333,V,0.72671,V
2024-05-01,,35.487720833333333333333333333,V,40.455889166666666666666666667,V,25.645833333333333333333333333,V,16.728666666666666666666666667,V,0.8031745833333333333333333333,V
2024-05-02,,29.840344166666666666666666667,V,55.369589583333333333333333333,V,26.070833333333333333333333333,V,19.59125,V,0.9734458333333333333333333333,V
2024-05-03,,18.27654625,V,62.328205833333333333333333333,V,6.0697916666666666666666666667,V,3.56025,V,0.4027245833333333333333333333,V
2024-05-04,,19.833607083333333333333333333,V,68.164243333333333333333333333,V,7.621875,V,5.105125,V,0.4672120833333333333333333333,V
2024-05-05,,27.278280833333333333333333333,V,56.972385833333333333333333333,V,9.0875,V,6.5625,V,0.4406570833333333333333333333,V
2024-05-06,,28.020309166666666666666666667,V,39.430322916666666666666666667,V,13.453125,V,10.776375,V,0.9827908333333333333333333333,V
2024-05-07,,27.745697083333333333333333333,V,60.77599625,V,15.236458333333333333333333333,V,11.284541666666666666666666667,V,0.95912125,V
2024-05-08,,24.7607575,V,58.241871666666666666666666667,V,19.947916666666666666666666667,V,14.155,V,0.955695,V
2024-05-09,,21.148401666666666666666666667,V,78.23629125,V,17.015625,V,11.821916666666666666666666667,V,0.8960820833333333333333333333,V
2024-05-10,,36.28125625,V,63.404360416666666666666666667,V,19.340625,V,11.804166666666666666666666667,V,0.9663395833333333333333333333,V
2024-05-11,,30.63523,V,66.36118375,V,27.876041666666666666666666667,V,21.042791666666666666666666667,V,1.0559733333333333333333333333,V
2024-05-12,,29.53827375,V,80.95058208333333333333333333,V,22.971875,V,15.549458333333333333333333333,V,1.5383095833333333333333333333,V
2024-05-13,,14.818475416666666666666666667,V,74.352299166666666666666666667,V,13.348958333333333333333333333,V,8.474875,V,0.5881858333333333333333333333,V
2024-05-14,,20.4037525,V,51.947794166666666666666666667,V,9.646875,V,6.140,V,0.59112125,V
2024-05-15,,10.222828333333333333333333333,V,47.587050833333333333333333333,V,8.86875,V,4.9725,V,-7.86903125,V
2024-05-16,,33.278362083333333333333333333,V,31.58195375,V,14.664583333333333333333333333,V,11.1115,V,0.9365216666666666666666666667,V
2024-05-17,,21.498504583333333333333333333,V,57.988252083333333333333333333,V,9.716666666666666666666666667,V,5.7144583333333333333333333333,V,0.7635729166666666666666666667,V
2024-05-18,,24.781175,V,54.94273,V,16.904166666666666666666666667,V,11.565541666666666666666666667,V,0.65071125,V
2024-05-19,,17.307089583333333333333333333,V,88.161435,V,26.225,V,13.222291666666666666666666667,V,0.6272183333333333333333333333,V
2024-05-20,,19.082642916666666666666666667,V,78.36726,V,22.232291666666666666666666667,V,11.840625,V,0.81512375,V
2024-05-21,,23.388413333333333333333333333,V,44.102200416666666666666666667,V,12.473958333333333333333333333,V,8.151583333333333333333333333,V,0.53629125,V
2024-05-22,,21.3848575,V,43.475077916666666666666666667,V,10.805208333333333333333333333,V,8.136791666666666666666666667,V,0.7478108333333333333333333333,V
2024-05-23,,13.7162425,V,56.475539583333333333333333333,V,8.522916666666666666666666667,V,4.584375,V,0.63537625,V
2024-05-24,,17.938827083333333333333333333,V,62.61231625,V,9.253125,V,4.8457083333333333333333333333,V,0.9362966666666666666666666667,V
2024-05-25,,26.872678333333333333333333333,V,56.53859875,V,12.646875,V,7.735875,V,0.6582225,V
2024-05-26,,12.05348375,V,64.5754475,V,6.6260416666666666666666666667,V,3.982875,V,0.52874125,V
2024-05-27,,7.26471625,V,72.511127083333333333333333333,V,6.6520833333333333333333333333,V,3.2950833333333333333333333333,V,0.478045,V
2024-05-28,,13.632909583333333333333333333,V,54.614272083333333333333333333,V,8.953125,V,4.6216666666666666666666666667,V,0.7361420833333333333333333333,V
2024-05-29,,15.570579583333333333333333333,V,63.161827083333333333333333333,V,6.8177083333333333333333333333,V,3.42675,V,0.3942820833333333333333333333,V
2024-05-30,,25.668072083333333333333333333,V,52.945645833333333333333333333,V,7.1958333333333333333333333333,V,2.9775,V,0.6702920833333333333333333333,V
2024-05-31,,22.457895,V,51.742680416666666666666666667,V,10.384375,V,5.458,V,0.62418375,V
2024-06-01,,17.622955416666666666666666667,V,58.158025416666666666666666667,V,11.028125,V,6.6421666666666666666666666667,V,1.3739933333333333333333333333,V
2024-06-02,,18.41612625,V,74.8096475,V,14.457291666666666666666666667,V,9.260083333333333333333333333,V,1.2091479166666666666666666667,V
2024-06-03,,18.302514583333333333333333333,V,42.618590416666666666666666667,V,8.6125,V,4.678625,V,0.74733625,V
2024-06-04,,15.055699166666666666666666667,V,42.25063375,V,9.773958333333333333333333333,V,5.3134583333333333333333333333,V,1.57246875,V
2024-06-05,,19.4696075,V,58.140008333333333333333333333,V,15.310416666666666666666666667,V,8.514041666666666666666666667,V,1.6702208333333333333333333333,V
2024-06-06,,19.934756666666666666666666667,V,55.85119,V,16.534375,V,10.177916666666666666666666667,V,1.49300875,V
2024-06-07,,17.145648333333333333333333333,V,60.224406666666666666666666667,V,13.58125,V,7.5835833333333333333333333333,V,0.50755125,V
2024-06-08,,13.363274166666666666666666667,V,60.296472916666666666666666667,V,7.941666666666666666666666667,V,3.832625,V,0.5913733333333333333333333333,V
2024-06-09,,17.588663333333333333333333333,V,55.558071666666666666666666667,V,8.308333333333333333333333333,V,4.4712916666666666666666666667,V,0.8243804166666666666666666667,V
2024-06-10,,17.962695833333333333333333333,V,48.647267916666666666666666667,V,6.8802083333333333333333333333,V,3.5259583333333333333333333333,V,0.9910316666666666666666666667,V
2024-06-11,,20.13288625,V,40.962437083333333333333333333,V,2.3166666666666666666666666667,V,-0.676625,V,-3.5801758333333333333333333333,V
2024-06-12,,25.304090416666666666666666667,V,51.615179166666666666666666667,V,10.4875,V,6.1714583333333333333333333333,V,0.8916141666666666666666666667,V
2024-06-13,,14.979668333333333333333333333,V,67.241232916666666666666666667,V,11.326041666666666666666666667,V,5.6595833333333333333333333333,V,1.0215529166666666666666666667,V
2024-06-14,,9.364547083333333333333333333,V,63.336450833333333333333333333,V,7.4177083333333333333333333333,V,3.4345833333333333333333333333,V,1.0268279166666666666666666667,V
2024-06-15,,7.9028295833333333333333333333,V,64.951027916666666666666666667,V,8.208333333333333333333333333,V,4.4162916666666666666666666667,V,-3.3114233333333333333333333333,V
2024-06-16,,8.349763333333333333333333333,V,71.066324166666666666666666667,V,9.90625,V,5.26925,V,0.5796245833333333333333333333,V
2024-06-17,,10.8115875,V,73.03846375,V,7.575,V,3.635,V,0.54071875,V
2024-06-18,,22.536294583333333333333333333,V,58.36036625,V,10.461458333333333333333333333,V,5.4019166666666666666666666667,V,0.57223,V
2024-06-19,,16.502899583333333333333333333,V,63.5443375,V,9.558333333333333333333333333,V,4.3975,V,0.7535375,V
2024-06-20,,20.541626666666666666666666667,V,59.82873125,V,10.34375,V,4.3671666666666666666666666667,V,1.6800941666666666666666666667,V
2024-06-21,,18.342829583333333333333333333,V,78.8855875,V,11.76875,V,5.6397916666666666666666666667,V,1.029395,V
2024-06-22,,12.10574375,V,64.19086,V,6.9270833333333333333333333333,V,3.7057916666666666666666666667,V,0.7847829166666666666666666667,V
